Resource ID,Resource Type,Account ID,Region,Resource Name,Tags
Z08981772LNNTJD1337Y5,AWS::Route53::HostedZone,215247467417,us-east-1,moreinformationon-globelife.com.,
Z08981923R5F4BMA9ASVT,AWS::Route53::HostedZone,215247467417,us-east-1,gl0belifeinsurance.com.,
Z08986202EHNKRC6551XP,AWS::Route53::HostedZone,215247467417,us-east-1,insure-withglobelife.com.,
Z089868398ARV1BAT2N6,AWS::Route53::HostedZone,215247467417,us-east-1,getinsuredwithglobelife.com.,
Z089915934MK0BR40LMJ2,AWS::Route53::HostedZone,215247467417,us-east-1,firstuaontheweb.net.,
Z089948921DMPA3E6VKVM,AWS::Route53::HostedZone,215247467417,us-east-1,globelifefinancialprotection.com.,
Z0899495OUUVHSDAUKRH,AWS::Route53::HostedZone,215247467417,us-east-1,globelifeapply.com.,
Z08999011ABJOW9XX3AUX,AWS::Route53::HostedZone,215247467417,us-east-1,quoteglobelife.com.,
Z08999042767ZGMDO23K9,AWS::Route53::HostedZone,710945443318,us-east-1,staging.ct.gli-kmt1.net.,
Z09002442BQBHTHN9TFMN,AWS::Route53::HostedZone,710945443318,us-east-1,staging.globelifetestingapp.net.,
